,0
"('GUMMIDIPOONDI CAUVERY', 2028)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2029)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2030)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2031)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2032)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2033)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2034)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2035)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2036)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2037)",-5.9254253095800005
"('GUMMIDIPOONDI CAUVERY', 2038)",-0.0063
"('GUMMIDIPOONDI CAUVERY', 2039)",-0.0063
"('GUMMIDIPOONDI CAUVERY', 2040)",-0.0063
"('NORTH CHENNAI', 2021)",1243.6796726724288
"('NORTH CHENNAI', 2022)",365.6589625507144
"('NORTH CHENNAI', 2023)",365.6589625507144
"('NORTH CHENNAI', 2024)",1243.6796726724288
"('NORTH CHENNAI', 2025)",1243.6796726724288
"('NORTH CHENNAI', 2026)",365.6589625507144
"('NORTH CHENNAI', 2027)",365.6589625507144
"('NORTH CHENNAI', 2028)",365.6589625507144
"('NORTH CHENNAI', 2029)",365.6589625507144
"('NORTH CHENNAI', 2030)",365.6589625507144
"('NORTH CHENNAI', 2031)",1243.6796726724288
"('NORTH CHENNAI', 2032)",-0.183
"('NORTH CHENNAI', 2033)",-0.183
"('NORTH CHENNAI', 2034)",-0.183
"('NORTH CHENNAI', 2035)",-0.183
"('NORTH CHENNAI', 2036)",-0.183
"('NORTH CHENNAI', 2037)",-0.183
"('NORTH CHENNAI', 2038)",-0.183
"('NORTH CHENNAI', 2039)",-0.183
"('NORTH CHENNAI', 2040)",-0.183
"('PANIPAT', 2021)",437.3852370750954
"('PANIPAT', 2022)",437.3852370750954
"('PANIPAT', 2023)",437.3852370750954
"('PANIPAT', 2024)",437.3852370750954
"('PANIPAT', 2025)",437.3852370750954
"('PANIPAT', 2026)",437.3852370750954
"('PANIPAT', 2027)",482.52052874176206
"('PANIPAT', 2028)",482.52052874176206
"('PANIPAT', 2029)",482.52052874176206
"('PANIPAT', 2030)",482.52052874176206
"('PANIPAT', 2031)",482.52052874176206
"('PANIPAT', 2032)",482.52052874176206
"('PANIPAT', 2033)",482.52052874176206
"('PANIPAT', 2034)",482.52052874176206
"('PANIPAT', 2035)",482.52052874176206
"('PANIPAT', 2036)",141.86768492404764
"('PANIPAT', 2037)",141.86768492404764
"('PANIPAT', 2038)",482.52052874176206
"('PANIPAT', 2039)",482.52052874176206
"('PANIPAT', 2040)",482.52052874176206
"('GANDHINAGAR', 2021)",414.55989089080964
"('GANDHINAGAR', 2022)",414.55989089080964
"('GANDHINAGAR', 2023)",414.55989089080964
"('GANDHINAGAR', 2024)",414.55989089080964
"('GANDHINAGAR', 2025)",414.55989089080964
"('GANDHINAGAR', 2026)",414.55989089080964
"('GANDHINAGAR', 2027)",414.55989089080964
"('GANDHINAGAR', 2028)",414.55989089080964
"('GANDHINAGAR', 2029)",414.55989089080964
"('GANDHINAGAR', 2030)",414.55989089080964
"('GANDHINAGAR', 2031)",414.55989089080964
"('GANDHINAGAR', 2032)",414.55989089080964
"('GANDHINAGAR', 2033)",414.55989089080964
"('GANDHINAGAR', 2034)",414.55989089080964
"('GANDHINAGAR', 2035)",414.55989089080964
"('GANDHINAGAR', 2036)",414.55989089080964
"('GANDHINAGAR', 2037)",414.55989089080964
"('GANDHINAGAR', 2038)",414.55989089080964
"('GANDHINAGAR', 2039)",414.55989089080964
"('GANDHINAGAR', 2040)",414.55989089080964
"('PALONCHA PLANT', 2021)",114.24290641860003
"('PALONCHA PLANT', 2022)",114.24290641860003
"('PALONCHA PLANT', 2023)",47.55564649566668
"('PALONCHA PLANT', 2024)",47.55564649566668
"('PALONCHA PLANT', 2025)",161.7463180852667
"('PALONCHA PLANT', 2026)",47.55564649566668
"('PALONCHA PLANT', 2027)",161.7463180852667
"('PALONCHA PLANT', 2028)",47.55564649566668
"('PALONCHA PLANT', 2029)",47.55564649566668
"('PALONCHA PLANT', 2030)",47.55564649566668
"('PALONCHA PLANT', 2031)",47.55564649566668
"('PALONCHA PLANT', 2032)",47.55564649566668
"('PALONCHA PLANT', 2033)",47.55564649566668
"('PALONCHA PLANT', 2034)",47.55564649566668
"('PALONCHA PLANT', 2035)",47.55564649566668
"('PALONCHA PLANT', 2036)",47.55564649566668
"('PALONCHA PLANT', 2037)",47.55564649566668
"('PALONCHA PLANT', 2038)",47.55564649566668
"('PALONCHA PLANT', 2039)",161.7463180852667
"('PALONCHA PLANT', 2040)",161.7463180852667
"('DHULE SHIRPUR', 2021)",-22.209895993037495
"('DHULE SHIRPUR', 2022)",-22.209895993037495
"('DHULE SHIRPUR', 2023)",-22.209895993037495
"('DHULE SHIRPUR', 2024)",-22.209895993037495
"('DHULE SHIRPUR', 2025)",-22.209895993037495
"('DHULE SHIRPUR', 2026)",-22.209895993037495
"('DHULE SHIRPUR', 2027)",-22.209895993037495
"('DHULE SHIRPUR', 2028)",-22.209895993037495
"('DHULE SHIRPUR', 2029)",-22.209895993037495
"('DHULE SHIRPUR', 2030)",-22.209895993037495
"('DHULE SHIRPUR', 2031)",-22.209895993037495
"('DHULE SHIRPUR', 2032)",-22.209895993037495
"('DHULE SHIRPUR', 2033)",-22.209895993037495
"('DHULE SHIRPUR', 2034)",-22.209895993037495
"('DHULE SHIRPUR', 2035)",-22.209895993037495
"('DHULE SHIRPUR', 2036)",-22.209895993037495
"('DHULE SHIRPUR', 2037)",-22.209895993037495
"('DHULE SHIRPUR', 2038)",-22.209895993037495
"('DHULE SHIRPUR', 2039)",-22.209895993037495
"('DHULE SHIRPUR', 2040)",-22.209895993037495
"('PARADIP ESSAR', 2021)",6.774991259815476
"('PARADIP ESSAR', 2022)",6.774991259815476
"('PARADIP ESSAR', 2023)",-6.0194817474226205
"('PARADIP ESSAR', 2024)",-6.0194817474226205
"('PARADIP ESSAR', 2025)",-6.0194817474226205
"('PARADIP ESSAR', 2026)",-6.0194817474226205
"('PARADIP ESSAR', 2027)",-6.0194817474226205
"('PARADIP ESSAR', 2028)",-6.0194817474226205
"('PARADIP ESSAR', 2029)",-6.0194817474226205
"('PARADIP ESSAR', 2030)",-6.0194817474226205
"('PARADIP ESSAR', 2031)",-6.0194817474226205
"('PARADIP ESSAR', 2032)",-6.0194817474226205
"('PARADIP ESSAR', 2033)",-6.0194817474226205
"('PARADIP ESSAR', 2034)",-6.0194817474226205
"('PARADIP ESSAR', 2035)",-6.0194817474226205
"('PARADIP ESSAR', 2036)",-6.0194817474226205
"('PARADIP ESSAR', 2037)",-6.0194817474226205
"('PARADIP ESSAR', 2038)",-6.0194817474226205
"('PARADIP ESSAR', 2039)",-6.0194817474226205
"('PARADIP ESSAR', 2040)",-6.0194817474226205
"('KAHALGAON', 2021)",1590.278925712286
"('KAHALGAON', 2022)",1590.278925712286
"('KAHALGAON', 2023)",1590.278925712286
"('KAHALGAON', 2024)",1590.278925712286
"('KAHALGAON', 2025)",1590.278925712286
"('KAHALGAON', 2026)",467.5639193271429
"('KAHALGAON', 2027)",467.5639193271429
"('KAHALGAON', 2028)",467.5639193271429
"('KAHALGAON', 2029)",1590.278925712286
"('KAHALGAON', 2030)",1590.278925712286
"('KAHALGAON', 2031)",1590.278925712286
"('KAHALGAON', 2032)",1590.278925712286
"('KAHALGAON', 2033)",467.5639193271429
"('KAHALGAON', 2034)",1016.6614218260044
"('KAHALGAON', 2035)",467.5639193271429
"('KAHALGAON', 2036)",1590.278925712286
"('KAHALGAON', 2037)",1590.278925712286
"('KAHALGAON', 2038)",467.5639193271429
"('KAHALGAON', 2039)",1590.278925712286
"('KAHALGAON', 2040)",1590.278925712286
"('KOTA', 2021)",842.7119093518096
"('KOTA', 2022)",842.7119093518096
"('KOTA', 2023)",842.7119093518096
"('KOTA', 2024)",842.7119093518096
"('KOTA', 2025)",842.7119093518096
"('KOTA', 2026)",842.7119093518096
"('KOTA', 2027)",247.76891451523815
"('KOTA', 2028)",842.7119093518096
"('KOTA', 2029)",842.7119093518096
"('KOTA', 2030)",842.7119093518096
"('KOTA', 2031)",842.7119093518096
"('KOTA', 2032)",842.7119093518096
"('KOTA', 2033)",842.7119093518096
"('KOTA', 2034)",842.7119093518096
"('KOTA', 2035)",247.76891451523815
"('KOTA', 2036)",842.7119093518096
"('KOTA', 2037)",842.7119093518096
"('KOTA', 2038)",247.76891451523815
"('KOTA', 2039)",247.76891451523815
"('KOTA', 2040)",842.7119093518096
"('GURU GOBIND SINGH (ROPAR)', 2021)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2022)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2023)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2024)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2025)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2026)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2027)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2028)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2029)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2030)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2031)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2032)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2033)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2034)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2035)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2036)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2037)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2038)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2039)",570.8693579480002
"('GURU GOBIND SINGH (ROPAR)', 2040)",570.8693579480002
"('THERMAL POWERTECH', 2021)",39.8776057742858
"('THERMAL POWERTECH', 2022)",39.8776057742858
"('THERMAL POWERTECH', 2023)",39.8776057742858
"('THERMAL POWERTECH', 2024)",39.8776057742858
"('THERMAL POWERTECH', 2025)",39.8776057742858
"('THERMAL POWERTECH', 2026)",39.8776057742858
"('THERMAL POWERTECH', 2027)",39.8776057742858
"('THERMAL POWERTECH', 2028)",39.8776057742858
"('THERMAL POWERTECH', 2029)",39.8776057742858
"('THERMAL POWERTECH', 2030)",39.8776057742858
"('THERMAL POWERTECH', 2031)",39.8776057742858
"('THERMAL POWERTECH', 2032)",39.8776057742858
"('THERMAL POWERTECH', 2033)",39.8776057742858
"('THERMAL POWERTECH', 2034)",39.8776057742858
"('THERMAL POWERTECH', 2035)",673.2040196325717
"('THERMAL POWERTECH', 2036)",39.8776057742858
"('THERMAL POWERTECH', 2037)",-224.00839999999997
"('THERMAL POWERTECH', 2038)",-224.00839999999997
"('THERMAL POWERTECH', 2039)",-224.00839999999997
"('THERMAL POWERTECH', 2040)",-224.00839999999997
"('VALLUR', 2021)",120.0492111071429
"('VALLUR', 2022)",120.0492111071429
"('VALLUR', 2023)",839.7383177642859
"('VALLUR', 2024)",120.0492111071429
"('VALLUR', 2025)",120.0492111071429
"('VALLUR', 2026)",120.0492111071429
"('VALLUR', 2027)",120.0492111071429
"('VALLUR', 2028)",120.0492111071429
"('VALLUR', 2029)",120.0492111071429
"('VALLUR', 2030)",-179.82125
"('VALLUR', 2031)",-179.82125
"('VALLUR', 2032)",-179.82125
"('VALLUR', 2033)",-179.82125
"('VALLUR', 2034)",-179.82125
"('VALLUR', 2035)",-179.82125
"('VALLUR', 2036)",-179.82125
"('VALLUR', 2037)",-179.82125
"('VALLUR', 2038)",-0.15
"('VALLUR', 2039)",-0.15
"('VALLUR', 2040)",-0.15
"('SURATGARH', 2021)",1360.9901775805713
"('SURATGARH', 2022)",1360.9901775805713
"('SURATGARH', 2023)",1360.9901775805713
"('SURATGARH', 2024)",1467.9497775805714
"('SURATGARH', 2025)",1467.9497775805714
"('SURATGARH', 2026)",431.59746399428576
"('SURATGARH', 2027)",431.59746399428576
"('SURATGARH', 2028)",431.59746399428576
"('SURATGARH', 2029)",431.59746399428576
"('SURATGARH', 2030)",431.59746399428576
"('SURATGARH', 2031)",1467.9497775805714
"('SURATGARH', 2032)",1467.9497775805714
"('SURATGARH', 2033)",431.59746399428576
"('SURATGARH', 2034)",431.59746399428576
"('SURATGARH', 2035)",431.59746399428576
"('SURATGARH', 2036)",1467.9497775805714
"('SURATGARH', 2037)",1467.9497775805714
"('SURATGARH', 2038)",431.59746399428576
"('SURATGARH', 2039)",1467.9497775805714
"('SURATGARH', 2040)",431.59746399428576
"('UTRAULA', 2021)",6.600702666428578
"('UTRAULA', 2022)",6.600702666428578
"('UTRAULA', 2023)",-11.391524999999998
"('UTRAULA', 2024)",-11.391524999999998
"('UTRAULA', 2025)",-11.391524999999998
"('UTRAULA', 2026)",-11.391524999999998
"('UTRAULA', 2027)",-11.391524999999998
"('UTRAULA', 2028)",-11.391524999999998
"('UTRAULA', 2029)",-11.391524999999998
"('UTRAULA', 2030)",-11.391524999999998
"('UTRAULA', 2031)",-11.391524999999998
"('UTRAULA', 2032)",-11.391524999999998
"('UTRAULA', 2033)",-11.391524999999998
"('UTRAULA', 2034)",-11.391524999999998
"('UTRAULA', 2035)",-11.391524999999998
"('UTRAULA', 2036)",-11.391524999999998
"('UTRAULA', 2037)",-11.391524999999998
"('UTRAULA', 2038)",-0.009
"('UTRAULA', 2039)",-0.009
"('UTRAULA', 2040)",-0.009
"('MAADURGA TANGI', 2021)",5.884710941885716
"('MAADURGA TANGI', 2022)",5.884710941885716
"('MAADURGA TANGI', 2023)",-6.110107502399998
"('MAADURGA TANGI', 2024)",-6.110107502399998
"('MAADURGA TANGI', 2025)",-6.110107502399998
"('MAADURGA TANGI', 2026)",-6.110107502399998
"('MAADURGA TANGI', 2027)",-6.110107502399998
"('MAADURGA TANGI', 2028)",-6.110107502399998
"('MAADURGA TANGI', 2029)",-6.110107502399998
"('MAADURGA TANGI', 2030)",-6.110107502399998
"('MAADURGA TANGI', 2031)",-6.110107502399998
"('MAADURGA TANGI', 2032)",-6.110107502399998
"('MAADURGA TANGI', 2033)",-6.110107502399998
"('MAADURGA TANGI', 2034)",-6.110107502399998
"('MAADURGA TANGI', 2035)",-6.110107502399998
"('MAADURGA TANGI', 2036)",-6.110107502399998
"('MAADURGA TANGI', 2037)",-6.110107502399998
"('MAADURGA TANGI', 2038)",-6.110107502399998
"('MAADURGA TANGI', 2039)",-0.006
"('MAADURGA TANGI', 2040)",-0.006
"('KHARAGPRASAD', 2021)",14.10279058896779
"('KHARAGPRASAD', 2022)",14.10279058896779
"('KHARAGPRASAD', 2023)",-4.6890916404131655
"('KHARAGPRASAD', 2024)",-4.6890916404131655
"('KHARAGPRASAD', 2025)",-4.6890916404131655
"('KHARAGPRASAD', 2026)",-4.6890916404131655
"('KHARAGPRASAD', 2027)",-4.6890916404131655
"('KHARAGPRASAD', 2028)",-4.6890916404131655
"('KHARAGPRASAD', 2029)",-4.6890916404131655
"('KHARAGPRASAD', 2030)",-4.6890916404131655
"('KHARAGPRASAD', 2031)",-4.6890916404131655
"('KHARAGPRASAD', 2032)",-0.0094
"('KHARAGPRASAD', 2033)",-0.0094
"('KHARAGPRASAD', 2034)",-0.0094
"('KHARAGPRASAD', 2035)",-0.0094
"('KHARAGPRASAD', 2036)",-0.0094
"('KHARAGPRASAD', 2037)",-0.0094
"('KHARAGPRASAD', 2038)",-0.0094
"('KHARAGPRASAD', 2039)",-0.0094
"('KHARAGPRASAD', 2040)",-0.0094
"('NCTPP (DADRI)', 2021)",1236.8836088873334
"('NCTPP (DADRI)', 2022)",1236.8836088873334
"('NCTPP (DADRI)', 2023)",1236.8836088873334
"('NCTPP (DADRI)', 2024)",1236.8836088873334
"('NCTPP (DADRI)', 2025)",1236.8836088873334
"('NCTPP (DADRI)', 2026)",1236.8836088873334
"('NCTPP (DADRI)', 2027)",363.66082614333334
"('NCTPP (DADRI)', 2028)",363.66082614333334
"('NCTPP (DADRI)', 2029)",363.66082614333334
"('NCTPP (DADRI)', 2030)",363.66082614333334
"('NCTPP (DADRI)', 2031)",363.66082614333334
"('NCTPP (DADRI)', 2032)",363.66082614333334
"('NCTPP (DADRI)', 2033)",363.66082614333334
"('NCTPP (DADRI)', 2034)",363.66082614333334
"('NCTPP (DADRI)', 2035)",653.8783795154261
"('NCTPP (DADRI)', 2036)",363.66082614333334
"('NCTPP (DADRI)', 2037)",363.66082614333334
"('NCTPP (DADRI)', 2038)",-0.182
"('NCTPP (DADRI)', 2039)",-0.182
"('NCTPP (DADRI)', 2040)",-0.182
"('TUTICORIN', 2021)",713.5866974350001
"('TUTICORIN', 2022)",713.5866974350001
"('TUTICORIN', 2023)",713.5866974350001
"('TUTICORIN', 2024)",209.80432277500003
"('TUTICORIN', 2025)",209.80432277500003
"('TUTICORIN', 2026)",209.80432277500003
"('TUTICORIN', 2027)",713.5866974350001
"('TUTICORIN', 2028)",713.5866974350001
"('TUTICORIN', 2029)",209.80432277500003
"('TUTICORIN', 2030)",209.80432277500003
"('TUTICORIN', 2031)",209.80432277500003
"('TUTICORIN', 2032)",209.80432277500003
"('TUTICORIN', 2033)",209.80432277500003
"('TUTICORIN', 2034)",209.80432277500003
"('TUTICORIN', 2035)",209.80432277500003
"('TUTICORIN', 2036)",209.80432277500003
"('TUTICORIN', 2037)",209.80432277500003
"('TUTICORIN', 2038)",713.5866974350001
"('TUTICORIN', 2039)",209.80432277500003
"('TUTICORIN', 2040)",713.5866974350001
"('TUTICORIN NTPL', 2021)",575.6026701761906
"('TUTICORIN NTPL', 2022)",575.6026701761906
"('TUTICORIN NTPL', 2023)",575.6026701761906
"('TUTICORIN NTPL', 2024)",95.80993240476195
"('TUTICORIN NTPL', 2025)",95.80993240476195
"('TUTICORIN NTPL', 2026)",95.80993240476195
"('TUTICORIN NTPL', 2027)",575.6026701761906
"('TUTICORIN NTPL', 2028)",575.6026701761906
"('TUTICORIN NTPL', 2029)",95.80993240476195
"('TUTICORIN NTPL', 2030)",95.80993240476195
"('TUTICORIN NTPL', 2031)",95.80993240476195
"('TUTICORIN NTPL', 2032)",95.80993240476195
"('TUTICORIN NTPL', 2033)",95.80993240476195
"('TUTICORIN NTPL', 2034)",95.80993240476195
"('TUTICORIN NTPL', 2035)",95.80993240476195
"('TUTICORIN NTPL', 2036)",-104.10370833333332
"('TUTICORIN NTPL', 2037)",-104.10370833333332
"('TUTICORIN NTPL', 2038)",-104.10370833333332
"('TUTICORIN NTPL', 2039)",-104.10370833333332
"('TUTICORIN NTPL', 2040)",-104.10370833333332
"('WANAKBORI', 2021)",1542.7064792166193
"('WANAKBORI', 2022)",1542.7064792166193
"('WANAKBORI', 2023)",1542.7064792166193
"('WANAKBORI', 2024)",1542.7064792166193
"('WANAKBORI', 2025)",1542.7064792166193
"('WANAKBORI', 2026)",453.57696447547625
"('WANAKBORI', 2027)",1542.7064792166193
"('WANAKBORI', 2028)",1542.7064792166193
"('WANAKBORI', 2029)",1542.7064792166193
"('WANAKBORI', 2030)",453.57696447547625
"('WANAKBORI', 2031)",453.57696447547625
"('WANAKBORI', 2032)",1542.7064792166193
"('WANAKBORI', 2033)",1542.7064792166193
"('WANAKBORI', 2034)",1542.7064792166193
"('WANAKBORI', 2035)",453.57696447547625
"('WANAKBORI', 2036)",1542.7064792166193
"('WANAKBORI', 2037)",-0.227
"('WANAKBORI', 2038)",-0.227
"('WANAKBORI', 2039)",-0.227
"('WANAKBORI', 2040)",-0.227
"('DEENBANDHU CHHOTU RAM', 2021)",302.8993271057143
"('DEENBANDHU CHHOTU RAM', 2022)",302.8993271057143
"('DEENBANDHU CHHOTU RAM', 2023)",302.8993271057143
"('DEENBANDHU CHHOTU RAM', 2024)",302.8993271057143
"('DEENBANDHU CHHOTU RAM', 2025)",302.8993271057143
"('DEENBANDHU CHHOTU RAM', 2026)",302.8993271057143
"('DEENBANDHU CHHOTU RAM', 2027)",302.8993271057143
"('DEENBANDHU CHHOTU RAM', 2028)",302.8993271057143
"('DEENBANDHU CHHOTU RAM', 2029)",302.8993271057143
"('DEENBANDHU CHHOTU RAM', 2030)",302.8993271057143
"('DEENBANDHU CHHOTU RAM', 2031)",302.8993271057143
"('DEENBANDHU CHHOTU RAM', 2032)",302.8993271057143
"('DEENBANDHU CHHOTU RAM', 2033)",302.8993271057143
"('DEENBANDHU CHHOTU RAM', 2034)",407.7638271057143
"('DEENBANDHU CHHOTU RAM', 2035)",407.7638271057143
"('DEENBANDHU CHHOTU RAM', 2036)",407.7638271057143
"('DEENBANDHU CHHOTU RAM', 2037)",407.7638271057143
"('DEENBANDHU CHHOTU RAM', 2038)",407.7638271057143
"('DEENBANDHU CHHOTU RAM', 2039)",407.7638271057143
"('DEENBANDHU CHHOTU RAM', 2040)",407.7638271057143
"('SIKKA', 2021)",280.47037092142864
"('SIKKA', 2022)",280.47037092142864
"('SIKKA', 2023)",280.47037092142864
"('SIKKA', 2024)",280.47037092142864
"('SIKKA', 2025)",280.47037092142864
"('SIKKA', 2026)",280.47037092142864
"('SIKKA', 2027)",280.47037092142864
"('SIKKA', 2028)",280.47037092142864
"('SIKKA', 2029)",280.47037092142864
"('SIKKA', 2030)",280.47037092142864
"('SIKKA', 2031)",280.47037092142864
"('SIKKA', 2032)",280.47037092142864
"('SIKKA', 2033)",280.47037092142864
"('SIKKA', 2034)",280.47037092142864
"('SIKKA', 2035)",280.47037092142864
"('SIKKA', 2036)",280.47037092142864
"('SIKKA', 2037)",280.47037092142864
"('SIKKA', 2038)",280.47037092142864
"('SIKKA', 2039)",280.47037092142864
"('SIKKA', 2040)",280.47037092142864
"('SABARMATI', 2021)",246.01750902044765
"('SABARMATI', 2022)",246.01750902044765
"('SABARMATI', 2023)",72.33253794719049
"('SABARMATI', 2024)",246.01750902044765
"('SABARMATI', 2025)",246.01750902044765
"('SABARMATI', 2026)",246.01750902044765
"('SABARMATI', 2027)",246.01750902044765
"('SABARMATI', 2028)",72.33253794719049
"('SABARMATI', 2029)",72.33253794719049
"('SABARMATI', 2030)",246.01750902044765
"('SABARMATI', 2031)",72.33253794719049
"('SABARMATI', 2032)",72.33253794719049
"('SABARMATI', 2033)",246.01750902044765
"('SABARMATI', 2034)",246.01750902044765
"('SABARMATI', 2035)",246.01750902044765
"('SABARMATI', 2036)",246.01750902044765
"('SABARMATI', 2037)",72.33253794719049
"('SABARMATI', 2038)",72.33253794719049
"('SABARMATI', 2039)",246.01750902044765
"('SABARMATI', 2040)",246.01750902044765
"('LALITPUR', 2021)",1046.1819294488575
"('LALITPUR', 2022)",1046.1819294488575
"('LALITPUR', 2023)",96.19230866142863
"('LALITPUR', 2024)",1046.1819294488575
"('LALITPUR', 2025)",1046.1819294488575
"('LALITPUR', 2026)",1046.1819294488575
"('LALITPUR', 2027)",1046.1819294488575
"('LALITPUR', 2028)",96.19230866142863
"('LALITPUR', 2029)",96.19230866142863
"('LALITPUR', 2030)",96.19230866142863
"('LALITPUR', 2031)",96.19230866142863
"('LALITPUR', 2032)",96.19230866142863
"('LALITPUR', 2033)",1046.1819294488575
"('LALITPUR', 2034)",1046.1819294488575
"('LALITPUR', 2035)",-299.63669999999996
"('LALITPUR', 2036)",-299.63669999999996
"('LALITPUR', 2037)",-299.63669999999996
"('LALITPUR', 2038)",-299.63669999999996
"('LALITPUR', 2039)",-299.63669999999996
"('LALITPUR', 2040)",-299.63669999999996
"('KUDGI', 2021)",1364.4593084228572
"('KUDGI', 2022)",1364.4593084228572
"('KUDGI', 2023)",1364.4593084228572
"('KUDGI', 2024)",212.95673777142866
"('KUDGI', 2025)",1364.4593084228572
"('KUDGI', 2026)",1364.4593084228572
"('KUDGI', 2027)",1364.4593084228572
"('KUDGI', 2028)",212.95673777142866
"('KUDGI', 2029)",212.95673777142866
"('KUDGI', 2030)",1364.4593084228572
"('KUDGI', 2031)",1364.4593084228572
"('KUDGI', 2032)",1364.4593084228572
"('KUDGI', 2033)",1364.4593084228572
"('KUDGI', 2034)",1364.4593084228572
"('KUDGI', 2035)",212.95673777142866
"('KUDGI', 2036)",1364.4593084228572
"('KUDGI', 2037)",1364.4593084228572
"('KUDGI', 2038)",1364.4593084228572
"('KUDGI', 2039)",1364.4593084228572
"('KUDGI', 2040)",1364.4593084228572
"('NCC POWER', 2021)",155.91110577428577
"('NCC POWER', 2022)",155.91110577428577
"('NCC POWER', 2023)",155.91110577428577
"('NCC POWER', 2024)",155.91110577428577
"('NCC POWER', 2025)",155.91110577428577
"('NCC POWER', 2026)",155.91110577428577
"('NCC POWER', 2027)",155.91110577428577
"('NCC POWER', 2028)",155.91110577428577
"('NCC POWER', 2029)",155.91110577428577
"('NCC POWER', 2030)",155.91110577428577
"('NCC POWER', 2031)",155.91110577428577
"('NCC POWER', 2032)",155.91110577428577
"('NCC POWER', 2033)",155.91110577428577
"('NCC POWER', 2034)",155.91110577428577
"('NCC POWER', 2035)",789.2375196325715
"('NCC POWER', 2036)",155.91110577428577
"('NCC POWER', 2037)",155.91110577428577
"('NCC POWER', 2038)",789.2375196325715
"('NCC POWER', 2039)",789.2375196325715
"('NCC POWER', 2040)",155.91110577428577
"('JHABUA POWER', 2021)",272.4948271057143
"('JHABUA POWER', 2022)",272.4948271057143
"('JHABUA POWER', 2023)",272.4948271057143
"('JHABUA POWER', 2024)",272.4948271057143
"('JHABUA POWER', 2025)",272.4948271057143
"('JHABUA POWER', 2026)",272.4948271057143
"('JHABUA POWER', 2027)",272.4948271057143
"('JHABUA POWER', 2028)",272.4948271057143
"('JHABUA POWER', 2029)",272.4948271057143
"('JHABUA POWER', 2030)",272.4948271057143
"('JHABUA POWER', 2031)",272.4948271057143
"('JHABUA POWER', 2032)",272.4948271057143
"('JHABUA POWER', 2033)",272.4948271057143
"('JHABUA POWER', 2034)",272.4948271057143
"('JHABUA POWER', 2035)",272.4948271057143
"('JHABUA POWER', 2036)",272.4948271057143
"('JHABUA POWER', 2037)",272.4948271057143
"('JHABUA POWER', 2038)",272.4948271057143
"('JHABUA POWER', 2039)",272.4948271057143
"('JHABUA POWER', 2040)",272.4948271057143
"('DAHANU', 2021)",299.46375425476197
"('DAHANU', 2022)",339.80318925476195
"('DAHANU', 2023)",339.80318925476195
"('DAHANU', 2024)",339.80318925476195
"('DAHANU', 2025)",339.80318925476195
"('DAHANU', 2026)",339.80318925476195
"('DAHANU', 2027)",339.80318925476195
"('DAHANU', 2028)",339.80318925476195
"('DAHANU', 2029)",339.80318925476195
"('DAHANU', 2030)",339.80318925476195
"('DAHANU', 2031)",339.80318925476195
"('DAHANU', 2032)",339.80318925476195
"('DAHANU', 2033)",339.80318925476195
"('DAHANU', 2034)",339.80318925476195
"('DAHANU', 2035)",339.80318925476195
"('DAHANU', 2036)",339.80318925476195
"('DAHANU', 2037)",339.80318925476195
"('DAHANU', 2038)",339.80318925476195
"('DAHANU', 2039)",339.80318925476195
"('DAHANU', 2040)",339.80318925476195
"('TORANAGALLU VIJAYANAGAR', 2021)",330.67582710571435
"('TORANAGALLU VIJAYANAGAR', 2022)",330.67582710571435
"('TORANAGALLU VIJAYANAGAR', 2023)",330.67582710571435
"('TORANAGALLU VIJAYANAGAR', 2024)",330.67582710571435
"('TORANAGALLU VIJAYANAGAR', 2025)",330.67582710571435
"('TORANAGALLU VIJAYANAGAR', 2026)",330.67582710571435
"('TORANAGALLU VIJAYANAGAR', 2027)",330.67582710571435
